FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,wkb_geometry
trafiktaelling.787,9840,Vordingborggade_Kalkbrænderihavnsgade,KRYDS,X,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160107,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6oVJYeKVNz.pdf,,,,,,,POINT (12.589821238686074 55.709112233347376)
trafiktaelling.788,9841,Lyngbyvej-Sejrøgade - Haraldsgade,KRYDS,X,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160105,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4HQAzyAJse.pdf,,,,,,,POINT (12.561004124425931 55.70994743456252)
trafiktaelling.789,9842,Nørre Allé-Øster Allé,KRYDS,X,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160107,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ceqlyyXKXH.pdf,,,,,,,POINT (12.562790041547451 55.70552846718322)
trafiktaelling.790,9843,Strandvejen-Strandøre,KRYDS,X,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160107,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QedxrXurMP.pdf,,,,,,,POINT (12.577346104016323 55.72166786229274)
trafiktaelling.791,9844,Carl Jacobsens Vej,Ved Kløverbladsgade,14,100,Øvrige tællinger,,,,,,,,,489,600,600,,,,,,,600,20150602,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/B93QyZCyjf.pdf,,,,,,,POINT (12.51905680909146 55.65324338426858)
trafiktaelling.792,9845,Carl Jacobsens Vej,Ved Trekronergade,-,100,Øvrige tællinger,,,,,,,,,183,200,200,,,,,,,200,20150602,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1U47G4BNmY.pdf,,,,,,,POINT (12.520578421862567 55.65300484451252)
trafiktaelling.793,9846,Hedegaardsvej,V.f. Amager Strandvej,,100,Øvrige tællinger,3167,"3,8",3700,4100,166,,200,200,,,,,,,,,,,20160414,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/7Kgh7UubUX.pdf,3.79999995,,,,,,POINT (12.641814230457085 55.64615156858807)
trafiktaelling.794,9847,Oehlenschlægergade,Mellem Istedgade og Matthæusgade,,100,Øvrige tællinger,944,"0,3",1100,1200,2269,,2300,2800,1143,1300,1400,,,,,,,1300,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aHYK6jAHRl.pdf,0.30000001,,,,,,POINT (12.549958526669231 55.66881594724645)
trafiktaelling.795,9848,Saxopgade,Mellem Istedgade og Matthæusgade,62,100,Øvrige tællinger,265,"0,3",300,300,1105,,1100,1300,1786,2100,2200,,,,,,,2100,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NKmQFkuUQL.pdf,0.30000001,,,,,,POINT (12.551136664233118 55.668866298019736)
trafiktaelling.796,9849,Valdemarsgade,Mellem Istedgade og Dybbølsgade,57,100,Øvrige tællinger,870,"0,3",1000,1100,2579,,2700,3100,1689,2000,2000,,,,,,,2000,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xfc8O0T4Ef.pdf,0.30000001,,,,,,POINT (12.54913653692526 55.667694439376426)
trafiktaelling.797,9850,Oehlenschlægergade,Mellem Istedgade og Dybbølsgade,,100,Øvrige tællinger,648,"0,3",800,800,2926,,3000,3600,1335,1600,1600,,,,,,,1600,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NbMyOlKtsR.pdf,0.30000001,,,,,,POINT (12.55003163927518 55.667974253427715)
trafiktaelling.798,9852,Eskildsgade,Mellem Istedgade og Svendsgade,,100,Øvrige tællinger,437,"0,7",500,600,1227,,1300,1500,1741,2000,2100,,,,,,,2000,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iBvo4JBF7H.pdf,0.69999999,,,,,,POINT (12.555885699793398 55.67037314969033)
trafiktaelling.799,9853,Viktoriagade,Mellem Istedgade og Abel Cathrines Gade,,100,Øvrige tællinger,258,"0,2",300,300,995,,1000,1200,1390,1600,1700,,,,,,,1600,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bJTJmvpyVr.pdf,0.2,,,,,,POINT (12.558487438619094 55.67117085652349)
trafiktaelling.800,9854,Abel Cathrines Gade,Mellem Istedgade og Viktoriagade,,100,Øvrige tællinger,262,"0,4",300,300,980,,1000,1200,1052,1200,1300,,,,,,,1200,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ExIS6nG6RF.pdf,0.40000001,,,,,,POINT (12.559557582692777 55.67138884244935)
trafiktaelling.801,9855,Colbjørnsensgade,Mellem Istedgade og Vesterbrogade,12,100,Øvrige tællinger,775,"0,7",900,1000,664,,700,800,2378,2800,2900,,,,,,,2800,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WFIoaHwmRQ.pdf,0.69999999,,,,,,POINT (12.562003109646458 55.6724047686994)
trafiktaelling.802,9864,Valdemarsgade,Mellem Matthæusgade og Vesterbrogade,2,100,Øvrige tællinger,622,"0,6",700,800,1667,,1700,2000,1784,2100,2200,,,,,,,2100,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/57uJhQAtco.pdf,0.60000002,,,,,,POINT (12.54835226064184 55.67199222229681)
trafiktaelling.803,9865,Lyngbyvej,ved Emdrupvej,144,1,Kommunegrænsen,4020,"10,6",4700,5300,6765,"1,2",7000,8300,,,,,,,,,,,20180517,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/thsD61cgih.pdf,10.60000038,1.20000005,54,,,,POINT (12.556999970376923 55.7190154010696)
trafiktaelling.804,9866,Carlsbergruten,,-,100,Øvrige tællinger,,,,,2382,,2500,2900,823,1000,1000,,,,,,,1000,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Isgl4zMfCO.pdf,,,0,,,,POINT (12.530766089495033 55.66381517163843)
trafiktaelling.805,9871,Inderhavnsbroen,,-,2,Søsnittet,,,,,15341,"2,3",15800,18700,6712,7900,8100,,,,,,,7900,20180919,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/MXzbcDmQwh.pdf,,2.29999995,0,,,,POINT (12.59469602287859 55.678499033617356)
trafiktaelling.806,9873,Trangravsbroen (nord),,-,100,Øvrige tællinger,,,,,11982,"3,1",12300,14600,2914,3400,3500,,,,,,,3400,20180919,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/WeasrXtTtf.pdf,,3.0999999,0,,,,POINT (12.599324106755141 55.67785142559874)
trafiktaelling.807,9875,Papirbroen,,-,100,Øvrige tællinger,728,"1,0",900,1000,2920,"2,4",3000,3600,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eLxINUzcc9.pdf,1,2.4000001,,,,,POINT (12.599086934499402 55.67809938862929)
trafiktaelling.808,9876,Mellem Proviantbroen og Trangravsbroen,,-,100,Øvrige tællinger,,,,,6311,"2,5",6500,7700,1967,2300,2400,,,,,,,2300,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jnf4L85nxU.pdf,,2.5,,,,,POINT (12.600194847884708 55.678750847817625)
trafiktaelling.809,9877,Proviantbroen,,-,100,Øvrige tællinger,,,,,6257,,6400,7600,1889,2200,2300,,,,,,,2200,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NImCXDkSMx.pdf,,,,,,,POINT (12.600753516133715 55.679436789767834)
trafiktaelling.810,9881,Tagensvej,Ved Jagtvej,35,100,Øvrige tællinger,15774,"4,5",18500,20700,11371,"1,7",11700,13900,,,,,,,,,,,20160929,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5VMmzjvlfh.pdf,4.5,1.70000005,222,,,,POINT (12.554799395109653 55.69884781819278)
trafiktaelling.811,9882,Tagensvej,Ved Haraldsgade,89,100,Øvrige tællinger,14697,"4,0",17200,19300,8572,"1,7",8800,10500,,,,,,,,,,,20161004,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AnVsl9JiKD.pdf,4,1.70000005,235,,,,POINT (12.548406707372926 55.70294460718135)
trafiktaelling.812,9883,Tagensvej,Ved Haraldsgade,35,100,Øvrige tællinger,17086,"3,7",20000,22400,7944,"1,5",8200,9700,,,,,,,,,,,20161004,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ssYAqDY3js.pdf,3.70000005,1.5,243,,,,POINT (12.547658555408942 55.70336338340459)
trafiktaelling.813,9884,Tagensvej,Ved Haraldsgade,35,100,Øvrige tællinger,19290,"4,5",22600,25300,9213,"1,6",9500,11200,,,,,,,,,,,20161005,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/egyTdu3qOo.pdf,4.5,1.60000002,215,,,,
trafiktaelling.814,9884,Tagensvej,Syd for Lygten,-,100,Øvrige tællinger,19290,"4,5",22600,25300,9213,"1,6",9500,11200,,,,,,,,,,,20161005,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/egyTdu3qOo.pdf,4.5,1.60000002,215,,,,POINT (12.540045341874835 55.707998921690134)
trafiktaelling.815,9885,Tagensvej,Ved Lygten,165,100,Øvrige tællinger,17604,"3,0",20600,23100,6090,"1,7",6300,7400,,,,,,,,,,,20161005,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/f4kKNGjAJ1.pdf,3,1.70000005,178,,,,POINT (12.539413860151376 55.70864450784134)
trafiktaelling.816,9886,Lønstrupvej,Ved Hirtshalsvej,4,100,Øvrige tællinger,,,,,839,,900,1000,926,1100,1100,,,,,,,1100,20160919,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/a56t4FAJkg.pdf,,,,,,,POINT (12.479784725070866 55.68567647928312)
trafiktaelling.817,9887,Lønstrupvej,Ved Ålekistevej,2,100,Øvrige tællinger,,,,,381,,400,500,585,700,700,,,,,,,700,20160919,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/F4RvQhFgkK.pdf,,,,,,,POINT (12.481570063393445 55.686014200193924)
trafiktaelling.818,9888,Tagensvej,Ved Tuborgvej,202,100,Øvrige tællinger,6079,"6,4",7100,8000,3269,"1,5",3400,4000,,,,,,,,,,,20161005,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UuXdhhhERx.pdf,6.4000001,1.5,63,,,,POINT (12.534613105805812 55.71397770733069)
trafiktaelling.819,9889,Jernbane Allé,,18,100,Øvrige tællinger,5637,"6,1",6600,7400,4102,"2,5",4200,5000,,,,,,,,,,,20180529,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qV3cYXpwfc.pdf,6.0999999,2.5,104,,,,POINT (12.49264558961257 55.68485527143219)
trafiktaelling.820,9890,Enghavevej - Tranehavevej,,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140408,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4RDKBgsgdl.pdf,,,,,,,POINT (12.53804122067142 55.65553227491962)
trafiktaelling.821,9891,Enghavevej - P. Knudsens Gade,,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140410,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NjGRZAoLES.pdf,,,,,,,POINT (12.538838279069163 55.6533810824757)
trafiktaelling.822,9892,P. Knudsens Gade - Sjælør Boulevard,,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140408,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hLgyHldhKc.pdf,,,,,,,POINT (12.528063777982153 55.6502442237389)
trafiktaelling.823,9893,Teglholmsgade-Vasbygade,,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20180417,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/KMapErWoND.pdf,,,,,,,POINT (12.542403349126117 55.65404364073474)
trafiktaelling.824,9894,Amager Boulevard - Amager Fælledvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160825,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Ow9mydzaTn.pdf,,,,,,,POINT (12.595067664931783 55.66650934646197)
trafiktaelling.825,9895,Amager Fælledvej - Njalsgade - Sundholmsvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4HqKG1IF2G.pdf,,,,,,,POINT (12.59399141771177 55.66301332718702)
trafiktaelling.826,9896,Amager Fælledvej - Røde Mellemvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160825,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yiwwMHaPGP.pdf,,,,,,,POINT (12.594188979001087 55.65497552763584)
trafiktaelling.827,9897,Børsgade - Børsbroen,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160901,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yaBLuUzwmD.pdf,,,,,,,POINT (12.584728326265912 55.67563706371732)
trafiktaelling.828,9898,Frederiksborgvej - Emdrupvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4CyzZddWEn.pdf,,,,,,,POINT (12.529175308190656 55.72310784789021)
trafiktaelling.829,9899,Gammel Køge Landevej - Vigerslevvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/i4aqK5wKCZ.pdf,,,,,,,POINT (12.501514314544872 55.64286561714194)
trafiktaelling.830,9900,Holmens Kanal - Bremerholm,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160901,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5YwOl39Vcd.pdf,,,,,,,POINT (12.584453612819935 55.67718782840172)
trafiktaelling.831,9901,Holmens Kanal - Niels Juels Gade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160901,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R9heADnJdd.pdf,,,,,,,POINT (12.586280486872512 55.67768004091407)
trafiktaelling.832,9902,Roskildevej - Ålholm Plads,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160907,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dTEXWTapwx.pdf,,,,,,,POINT (12.488663515150353 55.672537700265025)
trafiktaelling.833,9903,Røde Mellemvej - Vejlands Allé,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GE1cpoD8PS.pdf,,,,,,,POINT (12.59142688193315 55.64248082937709)
trafiktaelling.834,9904,Tagensvej - Frederiksborgvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lCS69Asy9o.pdf,,,,,,,POINT (12.531132306143805 55.71623443795614)
trafiktaelling.835,9905,Tagensvej - Lygten,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QX0v0eLEHR.pdf,,,,,,,POINT (12.539738479774298 55.708271255487894)
trafiktaelling.836,9906,Tagensvej - Nørre Allé,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RXCdg4SI8w.pdf,,,,,,,POINT (12.561488085791346 55.6963538946088)
trafiktaelling.837,9907,Tagensvej - Tuborgvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hYhHmT99IC.pdf,,,,,,,POINT (12.535110962459251 55.713468340089165)
trafiktaelling.838,9908,Toftegårds Allé - Lyshøjgårdsvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BZwqEM4Kbg.pdf,,,,,,,POINT (12.516273496439405 55.663460994762204)
trafiktaelling.839,9909,Toftegårds Allé - Gammel Køge Landevej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/S97mfIddnm.pdf,,,,,,,POINT (12.516754533472822 55.66166158693212)
trafiktaelling.840,9910,Torvegade - Prinsessegade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160901,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CayvLvalr1.pdf,,,,,,,POINT (12.59294963938644 55.67159597903376)
trafiktaelling.841,9911,Vigerslevvej - Vigerslev Allé,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160906,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fIGw5EU6aP.pdf,,,,,,,POINT (12.48635247234343 55.6551494826464)
trafiktaelling.842,9912,Ålholmvej - Grøndals Parkvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160907,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6oGgYMlEKy.pdf,,,,,,,POINT (12.486839057165911 55.67712556512707)
trafiktaelling.843,9913,Ålholmvej - Valby Langgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160907,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/w6B2cNCBLj.pdf,,,,,,,POINT (12.49046476573014 55.670241647574755)
trafiktaelling.844,9914,Aldersogade-Lersø Parkallé,KRYDSTÆLLING,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160621,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xOWiWWQwLZ.pdf,,,,,,,POINT (12.557258760057962 55.706434036072025)
trafiktaelling.845,9915,Blegdamsvej-Nørre Allé,KRYDSTÆLLING,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20161013,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/IgNjbJ8uDG.pdf,,,,,,,POINT (12.561119051113026 55.690871563277334)
trafiktaelling.846,9916,Blegdamsvej-Tagensvej-Fredensgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160526,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pwSegtBL9H.pdf,,,,,,,POINT (12.566308073147068 55.69363916347468)
trafiktaelling.847,9917,Havnegade,FODG,55,100,Øvrige tællinger,337,,400,400,1544,,1600,1900,1212,1400,1500,,,,,,,1400,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/IVP6ufApTa.pdf,,,,,,,POINT (12.59279046933807 55.67884076486995)
trafiktaelling.848,9918,Hedegaardsvej-Amager Strandvej,KRYDSTÆLLING,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160416,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FlUCicXKPj.pdf,,,,,,,POINT (12.643252269247823 55.6463580195525)
trafiktaelling.849,9919,Kalkbrænderihavnsgade-Corkgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rn68XUksq3.pdf,,,,,,,POINT (12.591332426976239 55.70644057092592)
trafiktaelling.850,9920,Kalkbrænderihavnsgade-Dampfærgevej,Keydsende cyklister,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/3NVLO2GWag.pdf,,,,,,,POINT (12.59250420648413 55.700992704729856)
trafiktaelling.851,9921,Kalkbrænderihavnsgade-Marmorvej,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sD7WbFxCeT.pdf,,,,,,,POINT (12.592331872488803 55.7032064322798)
trafiktaelling.852,9922,Kalkbrænderihavnsgade-Sundkrogsgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Dz7BrreGaM.pdf,,,,,,,POINT (12.590048688399934 55.709067417275286)
trafiktaelling.853,9923,Kalkbrænderihavnsgade-Århusgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kPlSlDX3rX.pdf,,,,,,,POINT (12.59096064218082 55.70728542886347)
trafiktaelling.854,9924,Kvæsthusgade,FODG,3,100,Øvrige tællinger,275,,300,400,384,,400,500,1032,1200,1200,,,,,,,1200,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/VYoPfxjgYe.pdf,,,,,,,POINT (12.593412023901614 55.679603024788435)
trafiktaelling.855,9926,Lygten,sydvest for Tagensvej,,100,Øvrige tællinger,10514,"4,0",12300,13800,4215,"1,9",4300,5100,,,,,,,,,,,20160224,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XtRXlyVlf9.pdf,4,1.89999998,,,,,POINT (12.539297299647409 55.7080315929284)
trafiktaelling.856,9930,Nyhavnsbroen,FODG,,100,Øvrige tællinger,,,,,,,,,10536,12300,12700,,,,,,,12300,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WVJFXu1KON.pdf,,,,,,,POINT (12.591272415702276 55.67958309549209)
trafiktaelling.857,9930,Nyhavnsbroen,FODG,,100,Øvrige tællinger,,,,,,,,,10536,12300,12700,,,,,,,12300,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/VSPOb19Sn1.pdf,,,,,,,POINT (12.591272415702276 55.67958309549209)
trafiktaelling.858,9932,Passagen ved Matthæuskirken,,,100,Øvrige tællinger,,,,,129,,100,200,999,1200,1200,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FStE2X0YYc.pdf,,,,,,,POINT (12.547561042166649 55.66946478084812)
trafiktaelling.859,9933,Poppelgade-Ahorngade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20161026,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XrIrWEYWuF.pdf,,,,,,,POINT (12.559453771927856 55.69192086847898)
trafiktaelling.860,9935,Ryesgade,Ved Trepkasgade,59,100,Øvrige tællinger,873,"3,0",1000,1100,1172,"7,8",1200,1400,,,,,,,,,,,20160303,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SULpUhzmis.pdf,3,7.80000019,,,,,POINT (12.57052303548207 55.69441228557693)
trafiktaelling.861,9936,Sankt Hans Torv_Guldbergsgade,Krydstælling,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20161013,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZlyRY1o2w3.pdf,,,,,,,POINT (12.560789227003381 55.690477248032245)
trafiktaelling.862,9937,Strandlodsvej-Lergravsvej,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160616,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/I3l2LM7ctm.pdf,,,,,,,POINT (12.622881075072199 55.663762592767235)
trafiktaelling.863,9938,Teglgårdsstræde,,,100,Øvrige tællinger,198,"2,5",200,300,1176,,1200,1400,,,,,,,,,,,20160901,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/REwm5nthkS.pdf,2.5,,,,,,POINT (12.568376337685736 55.67945004020151)
trafiktaelling.864,9939,Toldbodgade,Nord for Sankt Annæ Plads,,100,Øvrige tællinger,8105,,9500,10600,4440,,4600,5400,3092,3600,3700,,,,,,,3600,20161012,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/7udsQJQ55j.pdf,,,,,,,POINT (12.592952887986499 55.68157029870183)
trafiktaelling.865,9940,Torvegade,Fodgængerfelt Torvegade ved Christianshavns Voldgade,,100,Øvrige tællinger,,,,,689,,700,800,1954,2300,2400,,,,,,,2300,20160525,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/s118Ph9cp8.pdf,,,,,,,POINT (12.594330445270371 55.67086119754299)
trafiktaelling.866,9941,Ved Langebro,Mod sydøst (Amager Boulevard),,100,Øvrige tællinger,2900,"2,1",3400,3800,2560,"2,3",2600,3100,,,,,,,,,,,20161103,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/l48yPabs7s.pdf,2.0999999,2.29999995,,,,,POINT (12.582328391555762 55.66900538228939)
trafiktaelling.867,9942,Ørestads Boulevard-Grønjordsvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/j9zNUuTRXt.pdf,,,,,,,POINT (12.588895598067374 55.65492682148063)
trafiktaelling.868,9943,Farimagsgade-Gothersgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nWzhYmlNZq.pdf,,,,,,,POINT (12.569230097688447 55.685724268240165)
trafiktaelling.869,9944,Nørre Voldgade-Gothersgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Y7T1D7Kf42.pdf,,,,,,,POINT (12.573531163630852 55.684589835934354)
trafiktaelling.870,9945,Nørre Voldgade-HCAB,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EWTCfaZoCD.pdf,,,,,,,POINT (12.564962438905999 55.67851741570176)
trafiktaelling.871,9946,Nørre Voldgade-Vendersgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/thieDF3aMa.pdf,,,,,,,POINT (12.570711233797214 55.68275120253501)
trafiktaelling.872,9947,Nørre Voldgade-Vester Voldgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZamstiBLdy.pdf,,,,,,,POINT (12.566031399173658 55.679018181161915)
trafiktaelling.873,9948,Søgaderne-Frederiksborggade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1jqDkz654I.pdf,,,,,,,POINT (12.56528337009183 55.686136758867065)
trafiktaelling.874,9949,Søgaderne-Gothersgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160622,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AL2aRvc0xl.pdf,,,,,,,POINT (12.565837626407648 55.686603794094445)
trafiktaelling.875,9950,Søgaderne-HCAB,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NuGxDzKvoB.pdf,,,,,,,POINT (12.560395413590237 55.68106276917692)
trafiktaelling.876,9951,Søgaderne-Sølvgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160621,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UvLn2WrPYH.pdf,,,,,,,POINT (12.571475232724765 55.69076436834974)
trafiktaelling.877,9952,Søgaderne-Webersgade,KRYDS,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160621,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/65Ho9s3647.pdf,,,,,,,POINT (12.572010894967171 55.69106472036158)
